selection,parent-type,node-type,child-type,count
parens,<WhileStatement>,bracketedPrimary,modulo,1
parens,lessEqual,bracketedPrimary,minusAssign,22
operator-precedence,plus2,minus1,<LiteralExpression>,306
superfluous-parens,logicalOr,bracketedPrimary,shiftRight,29
parens,greaterEqual,bracketedPrimary,logicalOr,2
parens,lessEqual,bracketedPrimary,postFixDecr,2
operator-precedence,multiply,tilde,<LiteralExpression>,5
parens,lessEqual,bracketedPrimary,assign,487
superfluous-parens,lessEqual,bracketedPrimary,<LiteralExpression>,5
parens,modulo,bracketedPrimary,logicalOr,2
superfluous-parens,notequals,bracketedPrimary,prefixIncr,1
operator-precedence,expression-list,plus1,field-reference,4
operator-precedence,multiply,minus1,cast,43
parens,field-reference,bracketedPrimary,multiply,86
superfluous-parens,greaterThan,bracketedPrimary,greaterThan,15
parens,<IfStatement>,bracketedPrimary,pmdot,1
parens,lessEqual,bracketedPrimary,shiftRight,75
superfluous-parens,binaryXorAssign,bracketedPrimary,notequals,4
parens,conditional,bracketedPrimary,array-subscript,61
parens,<ArrayModifier>,bracketedPrimary,shiftRight,6
parens,plus2,bracketedPrimary,function-call,96
parens,<IfStatement>,bracketedPrimary,binaryAnd,898
parens,shiftLeft,bracketedPrimary,modulo,749
parens,<ReturnStatement>,bracketedPrimary,binaryAndAssign,7
parens,lessThan,bracketedPrimary,<TypeIdExpression>,8
operator-precedence,shiftLeft,minus1,star,1
parens,<ExpressionStatement>,bracketedPrimary,logicalOr,4
parens,plus1,bracketedPrimary,divide,1
operator-precedence,expression-list,postFixIncr,array-subscript,44
parens,logicalOr,bracketedPrimary,shiftRight,29
parens,bracketedPrimary,bracketedPrimary,<LiteralExpression>,41353
parens,notequals,bracketedPrimary,expression-list,11
superfluous-parens,binaryXor,bracketedPrimary,binaryAnd,1232
parens,minus2,bracketedPrimary,binaryXor,225
parens,<UnaryExpression>,bracketedPrimary,function-call,3
superfluous-parens,logicalOr,bracketedPrimary,binaryXor,39
superfluous-parens,shiftRightAssign,bracketedPrimary,minus2,72
parens,cast,bracketedPrimary,<TypeIdExpression>,33
parens,<ForStatement>,bracketedPrimary,cast,2
parens,greaterThan,bracketedPrimary,amper,857
superfluous-parens,binaryXor,bracketedPrimary,<SimpleTypeConstructorExpression>,2
parens,conditional,bracketedPrimary,amper,26
parens,notequals,bracketedPrimary,notequals,149
parens,logicalOr,bracketedPrimary,tilde,6
superfluous-parens,binaryAndAssign,bracketedPrimary,lessEqual,5
operator-precedence,binaryAnd,tilde,bracketedPrimary,4582
parens,postFixIncr,bracketedPrimary,bracketedPrimary,1
operator-precedence,plus2,tilde,<LiteralExpression>,13
superfluous-parens,binaryAnd,bracketedPrimary,not,11
parens,plus1,bracketedPrimary,shiftLeft,1
operator-precedence,modulo,not,bracketedPrimary,1
operator-precedence,star,prefixDecr,star,2
superfluous-parens,pmarrow,bracketedPrimary,field-reference,79
parens,<WhileStatement>,bracketedPrimary,plus2,2
operator-precedence,conditional,not,<SimpleTypeConstructorExpression>,1
superfluous-parens,minus1,bracketedPrimary,cast,53
operator-precedence,logicalAnd,notequals,,2937
parens,<TemplateId>,bracketedPrimary,function-call,2
parens,logicalAnd,bracketedPrimary,function-call,969
parens,array-subscript,bracketedPrimary,<TypeIdInitializerExpression>,5
parens,lessEqual,bracketedPrimary,minus2,474
parens,<InitializerList>,bracketedPrimary,conditional,32
superfluous-parens,plusAssign,bracketedPrimary,pmdot,4
operator-precedence,binaryAnd,star,<IdExpression>,3248
parens,equals,bracketedPrimary,conditional,258
operator-precedence,shiftRight,amper,field-reference,3
superfluous-parens,plusAssign,bracketedPrimary,logicalAnd,5
parens,modulo,bracketedPrimary,conditional,24
parens,moduloAssign,bracketedPrimary,multiply,11
parens,notequals,bracketedPrimary,plusAssign,7
parens,lessThan,bracketedPrimary,pmdot,1
parens,<CaseStatement>,bracketedPrimary,shiftRight,22
parens,plus2,bracketedPrimary,binaryAnd,4723
parens,<IfStatement>,bracketedPrimary,bracketedPrimary,31
parens,expression-list,bracketedPrimary,conditional,110
operator-precedence,amper,postFixDecr,<IdExpression>,1
parens,greaterEqual,bracketedPrimary,shiftRightAssign,1
parens,logicalAnd,bracketedPrimary,binaryOrAssign,1
parens,moduloAssign,bracketedPrimary,plus2,6
parens,bracketedPrimary,bracketedPrimary,<IdExpression>,5197
operator-precedence,logicalAnd,field-reference,,666
parens,<ArrayModifier>,bracketedPrimary,expression-list,10
superfluous-parens,array-subscript,bracketedPrimary,assign,22
superfluous-parens,shiftLeft,bracketedPrimary,shiftLeft,198
parens,<SimpleDeclSpecifier>,bracketedPrimary,<IdExpression>,348
superfluous-parens,postFixIncr,bracketedPrimary,field-reference,159
parens,multiply,bracketedPrimary,cast,753
parens,<ReturnStatement>,bracketedPrimary,shiftLeft,293
superfluous-parens,modulo,bracketedPrimary,cast,71
operator-precedence,logicalAnd,modulo,,65
parens,<EqualsInitializer>,bracketedPrimary,multiplyAssign,5
superfluous-parens,assign,bracketedPrimary,minusAssign,15
parens,shiftLeftAssign,bracketedPrimary,modulo,3
parens,plus2,bracketedPrimary,assign,112
parens,tilde,bracketedPrimary,binaryAnd,238
parens,shiftRight,bracketedPrimary,star,305
superfluous-parens,plusAssign,bracketedPrimary,multiply,1042
operator-precedence,expression-list,amper,<IdExpression>,1051
parens,lessThan,bracketedPrimary,modulo,36
operator-precedence,logicalOr,star,<IdExpression>,15
parens,<IfStatement>,bracketedPrimary,notequals,143
operator-precedence,binaryXor,star,postFixDecr,1
operator-precedence,binaryAnd,star,prefixIncr,12
parens,notequals,bracketedPrimary,binaryXorAssign,3
operator-precedence,expression-list,modulo,,22
parens,binaryOr,bracketedPrimary,logicalOr,13
superfluous-parens,modulo,bracketedPrimary,prefixIncr,27
parens,conditional,bracketedPrimary,divideAssign,1
parens,shiftLeftAssign,bracketedPrimary,<LiteralExpression>,3
superfluous-parens,greaterEqual,bracketedPrimary,multiply,164
superfluous-parens,amper,bracketedPrimary,<IdExpression>,226
parens,greaterEqual,bracketedPrimary,amper,1
operator-precedence,binaryAnd,lessEqual,,2
parens,cast,bracketedPrimary,<TypeIdInitializerExpression>,7
operator-precedence,star,postFixIncr,function-call,1
operator-precedence,divide,tilde,cast,10
parens,lessEqual,bracketedPrimary,binaryAnd,155
superfluous-parens,shiftLeftAssign,bracketedPrimary,<LiteralExpression>,3
parens,binaryAndAssign,bracketedPrimary,conditional,18
parens,assign,bracketedPrimary,plusAssign,50
parens,binaryXor,bracketedPrimary,plusAssign,8
superfluous-parens,plus2,bracketedPrimary,minus1,71
operator-precedence,lessEqual,not,<IdExpression>,34
parens,tilde,bracketedPrimary,shiftRight,237
parens,function-call,bracketedPrimary,conditional,3897
superfluous-parens,logicalAnd,bracketedPrimary,multiply,5
parens,lessThan,bracketedPrimary,star,83
operator-precedence,tilde,prefixDecr,<IdExpression>,2
parens,binaryXorAssign,bracketedPrimary,binaryOr,37
superfluous-parens,greaterEqual,bracketedPrimary,shiftLeft,348
superfluous-parens,logicalOr,bracketedPrimary,<IdExpression>,198
parens,sizeof,bracketedPrimary,divide,2
superfluous-parens,lessEqual,bracketedPrimary,modulo,15
parens,greaterThan,bracketedPrimary,<IdExpression>,42587
parens,shiftRightAssign,bracketedPrimary,minus2,72
superfluous-parens,conditional,bracketedPrimary,multiplyAssign,5
parens,shiftRight,bracketedPrimary,lessEqual,1
parens,<EqualsInitializer>,bracketedPrimary,amper,6
parens,modulo,bracketedPrimary,tilde,2
parens,shiftLeftAssign,bracketedPrimary,minus2,77
parens,assign,bracketedPrimary,conditional,3385
superfluous-parens,divideAssign,bracketedPrimary,plus2,43
parens,amper,bracketedPrimary,cast,2
superfluous-parens,lessEqual,bracketedPrimary,star,11
operator-precedence,star,prefixIncr,bracketedPrimary,11
parens,sizeof,bracketedPrimary,function-call,2030
superfluous-parens,conditional,bracketedPrimary,minusAssign,9
operator-precedence,logicalAnd,prefixDecr,field-reference,1
superfluous-parens,assign,bracketedPrimary,pmdot,1
parens,bracketedPrimary,bracketedPrimary,conditional,7854
superfluous-parens,bracketedPrimary,bracketedPrimary,logicalAnd,77
parens,<InitializerList>,bracketedPrimary,<TypeIdInitializerExpression>,8
parens,<IfStatement>,bracketedPrimary,lessEqual,177
operator-precedence,expression-list,binaryOrAssign,,70
operator-precedence,expression-list,tilde,<IdExpression>,2
parens,logicalAnd,bracketedPrimary,divideAssign,4
operator-precedence,equals,not,not,277
superfluous-parens,plusAssign,bracketedPrimary,minus2,715
parens,expression-list,bracketedPrimary,shiftRight,24
parens,conditional,bracketedPrimary,greaterEqual,1112
parens,lessEqual,bracketedPrimary,plusAssign,45
parens,conditional,bracketedPrimary,binaryOr,480
operator-precedence,binaryOr,not,field-reference,4
operator-precedence,binaryXor,not,function-call,8
parens,bracketedPrimary,bracketedPrimary,array-subscript,1777
operator-precedence,binaryOr,greaterThan,,63
superfluous-parens,binaryAndAssign,bracketedPrimary,binaryAnd,47
parens,plus2,bracketedPrimary,prefixDecr,1
operator-precedence,minus2,not,<IdExpression>,15
parens,<ArrayModifier>,bracketedPrimary,shiftLeft,22
superfluous-parens,binaryOrAssign,bracketedPrimary,binaryOrAssign,1
parens,greaterThan,bracketedPrimary,prefixIncr,9
parens,plusAssign,bracketedPrimary,bracketedPrimary,2
parens,binaryAndAssign,bracketedPrimary,minus1,1
parens,equals,bracketedPrimary,array-subscript,56
superfluous-parens,conditional,bracketedPrimary,notequals,1544
parens,not,bracketedPrimary,logicalAnd,4416
operator-precedence,divide,minus1,array-subscript,17
operator-precedence,binaryAnd,not,<LiteralExpression>,80
parens,plus2,bracketedPrimary,shiftRight,4113
superfluous-parens,amper,bracketedPrimary,field-reference,10279
parens,minus1,bracketedPrimary,modulo,17
parens,minusAssign,bracketedPrimary,equals,7
parens,binaryXor,bracketedPrimary,shiftRight,1317
parens,assign,bracketedPrimary,binaryOrAssign,13
superfluous-parens,conditional,bracketedPrimary,cast,51
parens,star,bracketedPrimary,binaryAnd,2
superfluous-parens,function-call,bracketedPrimary,plus2,2678
parens,postFixIncr,bracketedPrimary,pmdot,1
parens,<ReturnStatement>,bracketedPrimary,star,253
operator-precedence,lessThan,not,not,8
parens,array-subscript,bracketedPrimary,greaterEqual,1
superfluous-parens,lessThan,bracketedPrimary,minus2,1934
parens,modulo,bracketedPrimary,divideAssign,2
operator-precedence,notequals,shiftLeft,,95
superfluous-parens,notequals,bracketedPrimary,cast,84
parens,binaryXor,bracketedPrimary,binaryOr,139
superfluous-parens,assign,bracketedPrimary,cast,421
parens,lessEqual,bracketedPrimary,shiftLeft,178
superfluous-parens,binaryXor,bracketedPrimary,divide,30
parens,array-subscript,bracketedPrimary,conditional,89
parens,bracketedPrimary,bracketedPrimary,field-reference,7333
parens,sizeof,bracketedPrimary,multiply,1
superfluous-parens,divideAssign,bracketedPrimary,multiply,32
superfluous-parens,minus1,bracketedPrimary,field-reference,30
superfluous-parens,plusAssign,bracketedPrimary,greaterThan,5
parens,<EqualsInitializer>,bracketedPrimary,greaterThan,188
operator-precedence,divide,divide,,870
operator-precedence,lessEqual,plus2,,1
parens,sizeof,bracketedPrimary,greaterThan,48
operator-precedence,plus2,plus1,bracketedPrimary,2
superfluous-parens,plusAssign,bracketedPrimary,function-call,14
parens,equals,bracketedPrimary,greaterThan,54
parens,not,bracketedPrimary,function-call,1357
operator-precedence,star,prefixDecr,field-reference,17
parens,<EqualsInitializer>,bracketedPrimary,binaryXorAssign,1
superfluous-parens,function-call,bracketedPrimary,greaterThan,103
superfluous-parens,binaryAndAssign,bracketedPrimary,shiftLeft,60
parens,logicalOr,bracketedPrimary,cast,2
parens,multiply,bracketedPrimary,greaterThan,36
superfluous-parens,cast,bracketedPrimary,<LiteralExpression>,599
superfluous-parens,logicalAnd,bracketedPrimary,shiftLeft,4
operator-precedence,expression-list,prefixIncr,bracketedPrimary,1
superfluous-parens,minus1,bracketedPrimary,<IdExpression>,32
parens,cast,bracketedPrimary,function-call,435
superfluous-parens,conditional,bracketedPrimary,field-reference,983
operator-precedence,multiply,minus1,function-call,50
parens,multiplyAssign,bracketedPrimary,minus1,2
operator-precedence,modulo,divide,,98
parens,<SimpleDeclSpecifier>,bracketedPrimary,plusAssign,2
superfluous-parens,greaterThan,bracketedPrimary,<LiteralExpression>,4
superfluous-parens,bracketedPrimary,bracketedPrimary,multiply,35
operator-precedence,greaterThan,lessThan,,3931
superfluous-parens,binaryXorAssign,bracketedPrimary,equals,2
parens,greaterEqual,bracketedPrimary,field-reference,13
operator-precedence,shiftLeft,minus2,,276
superfluous-parens,pmarrow,bracketedPrimary,<IdExpression>,36
operator-precedence,binaryXor,plus2,,35
superfluous-parens,expression-list,bracketedPrimary,<IdExpression>,3
operator-precedence,binaryXor,not,not,103
superfluous-parens,binaryOr,bracketedPrimary,divide,94
superfluous-parens,minus1,bracketedPrimary,star,53
operator-precedence,shiftRight,tilde,cast,31
superfluous-parens,divide,bracketedPrimary,prefixDecr,1
superfluous-parens,field-reference,bracketedPrimary,<LiteralExpression>,256
operator-precedence,binaryAnd,multiply,,17
superfluous-parens,logicalOr,bracketedPrimary,plus2,17
parens,logicalAnd,bracketedPrimary,binaryAnd,19106
superfluous-parens,logicalAnd,bracketedPrimary,notequals,14306
operator-precedence,binaryOr,binaryAnd,,10
parens,<ArrayModifier>,bracketedPrimary,cast,9
operator-precedence,shiftRight,tilde,<LiteralExpression>,74
superfluous-parens,conditional,bracketedPrimary,binaryAnd,8685
parens,not,bracketedPrimary,amper,2
parens,shiftLeft,bracketedPrimary,plus2,2813
parens,binaryAnd,bracketedPrimary,logicalAnd,16
parens,equals,bracketedPrimary,sizeof,5
parens,minusAssign,bracketedPrimary,cast,2
parens,postFixIncr,bracketedPrimary,<IdExpression>,82
parens,divide,bracketedPrimary,multiply,6213
operator-precedence,star,postFixIncr,field-reference,712
parens,not,bracketedPrimary,multiplyAssign,1
parens,plusAssign,bracketedPrimary,notequals,24
superfluous-parens,notequals,bracketedPrimary,amper,13
parens,<ForStatement>,bracketedPrimary,minusAssign,40
superfluous-parens,lessEqual,bracketedPrimary,postFixDecr,2
parens,amper,bracketedPrimary,array-subscript,4168
operator-precedence,conditional,not,<IdExpression>,777
superfluous-parens,shiftRight,bracketedPrimary,<SimpleTypeConstructorExpression>,3
operator-precedence,star,field-reference,,20074
operator-precedence,logicalAnd,multiply,,5
parens,field-reference,bracketedPrimary,field-reference,1609
superfluous-parens,bracketedPrimary,bracketedPrimary,greaterThan,3
parens,not,bracketedPrimary,star,390
operator-precedence,multiply,not,field-reference,1
operator-precedence,expression-list,shiftRight,,93
operator-precedence,minus1,tilde,<IdExpression>,6
superfluous-parens,shiftRightAssign,bracketedPrimary,conditional,2
parens,<ConstructorInitializer>,bracketedPrimary,bracketedPrimary,1
parens,bracketedPrimary,bracketedPrimary,minus2,7364
parens,logicalAnd,bracketedPrimary,plus2,13
parens,field-reference,bracketedPrimary,<TypeIdInitializerExpression>,10
parens,<ExpressionStatement>,bracketedPrimary,assign,129
parens,<ConstructorInitializer>,bracketedPrimary,binaryOr,7
parens,<ArrayDesignator>,bracketedPrimary,plus2,1
superfluous-parens,field-reference,bracketedPrimary,postFixIncr,165
operator-precedence,shiftRight,plus1,bracketedPrimary,1
parens,greaterThan,bracketedPrimary,binaryOr,81
parens,lessEqual,bracketedPrimary,minus1,1
parens,shiftRight,bracketedPrimary,<SimpleTypeConstructorExpression>,3
superfluous-parens,minusAssign,bracketedPrimary,equals,7
superfluous-parens,shiftLeft,bracketedPrimary,cast,2351
parens,multiply,bracketedPrimary,multiply,676
superfluous-parens,conditional,bracketedPrimary,sizeof,2
operator-precedence,logicalAnd,binaryAnd,,4414
parens,not,bracketedPrimary,plus2,23
parens,divide,bracketedPrimary,<LiteralExpression>,38
operator-precedence,shiftLeft,shiftRight,,1
parens,divideAssign,bracketedPrimary,minus2,22
superfluous-parens,prefixIncr,bracketedPrimary,<IdExpression>,24
parens,plusAssign,bracketedPrimary,assign,38
superfluous-parens,conditional,bracketedPrimary,not,230
superfluous-parens,divideAssign,bracketedPrimary,logicalAnd,1
operator-precedence,lessEqual,not,not,5
operator-precedence,shiftLeft,modulo,,72
superfluous-parens,expression-list,bracketedPrimary,minus2,12
parens,shiftRight,bracketedPrimary,cast,299
parens,logicalAnd,bracketedPrimary,<IdExpression>,726
superfluous-parens,shiftLeft,bracketedPrimary,prefixDecr,5
operator-precedence,divide,minus1,cast,11
parens,array-subscript,bracketedPrimary,<IdExpression>,262
superfluous-parens,binaryAndAssign,bracketedPrimary,not,5
operator-precedence,shiftRight,star,postFixIncr,79
superfluous-parens,binaryOr,bracketedPrimary,minus1,13
operator-precedence,divide,field-reference,,2
parens,star,bracketedPrimary,bracketedPrimary,20
parens,assign,bracketedPrimary,<LiteralExpression>,71
superfluous-parens,shiftLeft,bracketedPrimary,minus1,30
operator-precedence,binaryXor,star,<LiteralExpression>,1
superfluous-parens,array-subscript,bracketedPrimary,<IdExpression>,255
operator-precedence,conditional,tilde,<LiteralExpression>,173
operator-precedence,plus2,minus1,cast,5
superfluous-parens,logicalAnd,bracketedPrimary,lessEqual,2957
operator-precedence,shiftLeft,plus2,,401
superfluous-parens,lessThan,bracketedPrimary,cast,73
superfluous-parens,bracketedPrimary,bracketedPrimary,prefixIncr,1
parens,logicalAnd,bracketedPrimary,binaryXorAssign,1
operator-precedence,plus2,amper,<IdExpression>,298
